"id","name","description","website","established","isOrganic","images__icon","images__medium","images__large","status","statusDisplay","createDate","updateDate","streetAddress","locality","region","postalCode","phone","latitude","longitude","isPrimary","inPlanning","isClosed","openToPublic","locationType","locationTypeDisplay","countryIsoCode","displayName","isoThree","numberCode","extendedAddress","yearOpened","hoursOfOperation","mailingListUrl","yearClosed"
"FR3XyG","Bastrop Brewhouse","Bastrop's First Brewpub!","http://www.bastropbrewhouse.com/","2012","N","https://s3.amazonaws.com/brewerydbapi/brewery/XieD8w/upload_AT67J6-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/XieD8w/upload_AT67J6-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/XieD8w/upload_AT67J6-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","601 Chestnut Street","Bastrop","Texas","78602","(512) 321-1144","30.1105046","-97.320541","Y","N","Y","N","brewpub","Brewpub","US","United States","USA","","","2012","Mon - Fri: 11:00 am - 12:00 am  Sat: 11:00 am - 1:00 am  Sun: 10:00 am - 12:00 am","","2014"
"HOU7N3","Bat Creek Brewery","Bat Creek Brewery was established in late 2008. It is owned by Jeremy Gilbert and Ryan and Heather Daffron. We are located in the heart of America at 4 West Main in Bowling Green, Missouri. A wise man once told us that if you aren’t passionate about your job and if you don’t love what you do, get out. We started this brewery because our passion is beer.    Our humble operation is run out of a machine shed. We currently brew less than a barrel at a time, although we will be expanding as soon as we can. We have five year round brews that we are extremely proud to offer. Keep an eye out for new seasonal and limited edition brews as well.","http://www.batcreekbrewery.com/","2008","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","9617 Pike 9037","Bowling Green","Missouri","63334","573-795-9828","39.3901731","-91.2996708","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","","2008","","",""
"iW1GUi","Batch Brewing Company","Small batch, handcrafted beer in Detroit. Also to feature brew-on-premise, guest brewers, and events that bring some of the city's creative minds together celebrating art, music, and beer.","http://batchbrewingcompany.com","2012","N","https://s3.amazonaws.com/brewerydbapi/brewery/oIYpLB/upload_QhdeVz-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/oIYpLB/upload_QhdeVz-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/oIYpLB/upload_QhdeVz-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1444 E Michigan Ave","Detroit","Michigan","48216","","42.331767","-83.066461","Y","N","N","Y","nano","Nano Brewery","US","United States","USA","","","","","",""
"CisTjj","Batch Brewing Company","Batch Brewing Company brews beer the traditional way, hand crafted and batch by batch. We brew for you Sydney.    Hi there, we're Chris and Andrew and if you're reading this, you're probably a friend, a friend of a friend, or family. We aim to deliver to you small batches of hand crafted beer with a unique flavour, specially brewed for you.","http://www.batchbrewingco.com.au","","N","https://s3.amazonaws.com/brewerydbapi/brewery/3ryQHK/upload_wdqwM1-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/3ryQHK/upload_wdqwM1-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/3ryQHK/upload_wdqwM1-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","44 Sydenham Rd","Marrickville","New South Wales","2204","+61 419 348 958","-33.911948","151.164698","Y","N","N","Y","micro","Micro Brewery","AU","Australia","AUS","36","","","Thursday 4 - 7 pm  Friday 2 - 7 pm   Saturday 12 - 7 pm","",""
"tiCvWU","Battenkill Brewing Company","Battenkill, or the Battenkill River, is a 50-mile river rising in Vermont that flows into New York and is a tributary of the Hudson River. The “Battenkill” barn that houses our brewery in Poulsbo, Washington is reminiscent of the Yankee Style barns that have been built throughout the Battenkill Valley and is the perfect size for either a small craft brewery or dairy milking house. We chose the brewery!","http://www.battenkillbrewingcompany.com/","2011","N","https://s3.amazonaws.com/brewerydbapi/brewery/EhUsAz/upload_IOYLSH-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/EhUsAz/upload_IOYLSH-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/EhUsAz/upload_IOYLSH-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","21812 Clear Creek Rd NW","Poulsbo","Washington","98370","360-340-1326","47.76176","-122.68249","Y","N","Y","Y","micro","Micro Brewery","US","United States","USA","","","2011","","","2012"
"W1vjfv","Battered Boar Brewing Company","Little Brewery, Big Beer","http://www.batteredboar.com/","2009","N","https://s3.amazonaws.com/brewerydbapi/brewery/QL72Uk/upload_sv9ZUT-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/QL72Uk/upload_sv9ZUT-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/QL72Uk/upload_sv9ZUT-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","14801 Metro Plz Blvd","Edmond","Oklahoma","73013","405-254-5000","35.6205659","-97.509827","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","","","","",""
"2k4vYl","Battle Born Beer Company","Let’s face it. Most beer is pretty damn good.    Sure, we’ll argue about which one we think is best.  But in the grand scheme of things, how much better can you make something that should only have about four ingredients?    That’s the way we see it anyway.    People who only want the best beer will always be looking for it.  We’d rather just sell good beer to people who believe what we believe.    Battle Born personifies those beliefs.    So while everyone else tries to invent the next pumpkin nut brown ale, we figure we’d keep it simple and build a great brand.    After all, it’s just beer.","http://www.battlebornbeer.com/","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-10-08 14:07:12","200 South Virginia Street","Reno","Nevada","89501","(775) 849-3376","39.5228672","-119.8113477","Y","N","Y","N","micro","Micro Brewery","US","United States","USA","","","","","",""
"8LeXpM","Battle Ground Brewery","","http://www.battlegroundbrewery.com/","2009","N","https://s3.amazonaws.com/brewerydbapi/brewery/r1DgKQ/upload_0n9Au4-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/r1DgKQ/upload_0n9Au4-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/r1DgKQ/upload_0n9Au4-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","108 Bridge St","Franklin","Tennessee","37064","615-790-1108","35.92788","-86.867668","Y","N","Y","N","micro","Micro Brewery","US","United States","USA","","","2009","","",""
"SCZD0a","Battle Road Brewing Company","We strive to make Ales, Porter and Beer of the highest quality for our Commonwealth of Massachusetts, our home and place of business. Our primary criteria for our beer is that we apply our combined 36 years of Professional Brewing Expertise, painstakingly select the Finest Ingredients, and Insure that they arrive in your glass in Prime Condition.","http://www.battleroadbeer.com/","2012","N","https://s3.amazonaws.com/brewerydbapi/brewery/8AR41p/upload_7HT4r7-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/8AR41p/upload_7HT4r7-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/8AR41p/upload_7HT4r7-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","","Stoughton","Massachusetts","02072","","42.125","-71.1027778","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","","","","",""
"arXkNh","Battlefield Brew Works","Brewpub located in historic Gettysburg, PA. Housed in a barn/former field hospital from the Civil War.","http://battlefieldbrewworks.com/","2013","N","https://s3.amazonaws.com/brewerydbapi/brewery/xPvRVh/upload_fGpope-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/xPvRVh/upload_fGpope-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/xPvRVh/upload_fGpope-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","248 Hunterstown Rd‎","Gettysburg","Pennsylvania","17325","","39.846231","-77.210761","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","","","","Mon-Sat 10am-10pm   Sunday 11am-9pm","",""
"kfNLyn","Battlefield Brewing Co","Fredericksburg’s first Brewpub - The Pub Restaurant Pub logo has been serving the area’s best food and drinks for 15 years. We offer some of the best food in Fredericksburg at prices that can’t be matched. Our ½ lb. burgers are the best in town and our secret spiced shrimp is enticing! With over 100 items on our menu you can’t go wrong. Kids menu and carry out available. We have a full service bar serving premium liquors and wine. We also have 16 beers on tap including 5 from our own microbrewery.","http://brewpubfredericksburg.com/","1995","N","https://s3.amazonaws.com/brewerydbapi/brewery/TKwUTr/upload_UZz8gC-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/TKwUTr/upload_UZz8gC-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/TKwUTr/upload_UZz8gC-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","4187 Plank Rd","Fredericksburg","Virginia","22407","540-785-216","38.2900416","-77.535962","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","","","1995","Hours:  Mon-Thu 11am-11pm  Fri-Sat 11am-12am  Sun 12-8pm","",""
"Mz6A8E","BattleGreen Beer Co.","We are a grassroots beer company in the Atlanta area who is dedicated to delivering quality ales to the southeast region.  Our mission is simple – bring you great beer that you can enjoy after all your day’s battles as a reward to yourself and your friends.","http://www.battlegreenbeer.com/","","N","https://s3.amazonaws.com/brewerydbapi/brewery/I9iOxV/upload_CAjoct-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/I9iOxV/upload_CAjoct-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/I9iOxV/upload_CAjoct-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","","Lawrenceville","Georgia","","770-355-1199","33.952465","-83.987994","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","","","","",""
"oLQGAp","Bauhaus Brew Labs","Bauhaus Brew Labs is a family of musicians, scientists, artists and above all, beer lovers, aiming to reinvigorate the spirit of the family brewery. At Bauhaus, we take a unique look at classic German-inspired beer styles, skewed slightly by a sense of play and adventure. Our flavor-forward, sessionable beers are crafted to surprise and delight without taxing the palate.","http://bauhausbrewlabs.com","","N","https://s3.amazonaws.com/brewerydbapi/brewery/CDcy6g/upload_Li5Sz0-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/CDcy6g/upload_Li5Sz0-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/CDcy6g/upload_Li5Sz0-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1315 Tyler St NE","Minneapolis","Minnesota","55413","(612) 327-8774","45.0010153","-93.2460697","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","","","","",""
"PIScgl","Baumgartner","","http://www.brauerei-baumgartner.at/","1609","N","https://s3.amazonaws.com/brewerydbapi/brewery/wDUuAJ/upload_VAHn82-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/wDUuAJ/upload_VAHn82-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/wDUuAJ/upload_VAHn82-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Franz-Xaver-Brunner Straße 1","","Schärding","4780","+43 7712 3119","","","Y","N","N","Y","micro","Micro Brewery","AT","Austria","AUT","40","","","","",""
"M3qDmi","Bautzener Brauerei","","http://www.bautzener.de/","1997","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Thomas-Mann-Straße 7","","Bautzen","02625","","51.179123","14.439663","Y","N","N","Y","micro","Micro Brewery","DE","Germany","DEU","276","","","","",""
"zIoyHf","Bavaria","Fundada en abril de 1889 CervecerÃ?Â­a Ã?Âguila tiene una capacidad de producciÃ?Â³n de 3.234.000 hectolitros de cerveza al aÃ?Â±o, con los cuales atiende los departamentos del Sucre, Magdalena, AtlÃ?Â¡ntico, BolÃ?Â­var, Guajira, Cesar y la Isla de San AndrÃ?Â©s. Produce y distribuye las marcas Ã?Âguila, Club Colombia, CosteÃ?Â±ita, ademÃ?Â¡s de cerveza en barril; Agua Brisa en diferentes presentaciones y Pony Malta. Esta planta tiene su origen en la CervecerÃ?Â­a Barranquilla que empieza operaciones el 10 de abril de 1913 y aÃ?Â±os mÃ?Â¡s tarde, en 1933, se une a la CervecerÃ?Â­a BolÃ?Â­var, convirtiÃ?Â©ndose en la CervecerÃ?Â­a Barranquilla y BolÃ?Â­var S.A. El 3 de marzo de 1967 la compaÃ?Â±Ã?Â­a tomÃ?Â³ el nombre de CervecerÃ?Â­a Ã?Âguila S.A. En diciembre de 2002 se fusionÃ?Â³ con Bavaria S.A. convirtiÃ?Â©ndose en una planta estratÃ?Â©gica para el proceso de exportaciones de la compaÃ?Â±Ã?Â­a. Desde octubre de 2005, Bavaria es parte de SABMiller, segunda cervecera mundial en volumen, con operaciones en cuatro continentes y una producciÃ?Â³n que supera los 170 millones de hectolitros de cerveza anuales en mÃ?Â¡s de 170 marcas.","http://www.bavaria.com.co","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","","Barranquilla","","","","14.8","-90.116699","Y","N","N","Y","micro","Micro Brewery","CO","Colombia","COL","170","","","","",""
"4OBVPn","Bavaria Brouwerij","","http://www.bavaria.com/","1719","N","https://s3.amazonaws.com/brewerydbapi/brewery/MfmAaT/upload_ZdkmR8-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/MfmAaT/upload_ZdkmR8-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/MfmAaT/upload_ZdkmR8-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Burg. van den Heuvelstraat 35","Lieshout","","","31-0499-428111","51.5142509","5.6018385","Y","N","N","Y","micro","Micro Brewery","NL","Netherlands","NLD","528","","","","",""
"bcXmR6","Bavarian Barbarian Brewing Company","Bavarian Barbarian Brewing Company is Williamsport's first production brewery since the 1950's. The brewery, which occupies 9,000 square feet at 429 W. 3rd St in Williamsport, Pennsylvania, was founded by Mike Hiller in July 2007.  Though a native of South Williamsport, Barbarian Chief, Mike Hiller, first entered the craft brewing industry in 1997 as an Account Services Associate for Legendary Distributors, Ltd., of Richmond, Virginia. After nearly a year of distributing beer, an opportunity arose for Mike to work as a brewer for Legend Brewing Company. Mike worked with five other brewers to perform duties at all levels of production including brewing, cellar work, cleaning and maintenance.  After nearly four years of service at Legend Brewing Company, Mike moved to Boston, MA, so his wife, Kira, could attend grad school. Tired of listening to him whine about how much he missed brewing, Kira gave him a home brewing kit as an anniversary gift. Mike began brewing whenever he could find the time. He developed the recipes for Hammerin' Ale, Headbangerz Brown Ale, Square Feet Wheat, Weldspatter I.P.A. and several other beers in five-gallon batches on his apartment's balcony.  Mike was also commissioned by friends and co-workers to brew beer for special occasions.  In fact, Square Feet Wheat was actually first brewed for an art gallery opening featuring works by the Barbarian's logo and label designer, Erick Thomas.  After reading Brewing Up a Business: Adventures in Entrepreneurship by Sam Calagione of Dogfish Head Brewery fame, Mike was inspired to start his own brewery. He spent eight months researching and writing a business plan. Another year was spent gathering support and revising his business plans. Thanks to the support of family, friends and other area businessmen who believed in Mike's dream, Bavarian Barbarian Brewing Company is now a reality.","http://www.bavarianbarbarian.com","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","429 W. 3rd St","Williamsport","Pennsylvania","17701","570.332.5050","41.238187","-77.009056","Y","N","Y","Y","micro","Micro Brewery","US","United States","USA","","","","","",""
