"id","name","website","isOrganic","status","statusDisplay","createDate","updateDate","streetAddress","locality","region","postalCode","phone","latitude","longitude","isPrimary","inPlanning","isClosed","openToPublic","locationType","locationTypeDisplay","countryIsoCode","displayName","isoThree","description","numberCode","established","images__icon","images__medium","images__large","hoursOfOperation","extendedAddress","yearOpened","yearClosed","mailingListUrl","isoCode"
"kZAhYn","Kawrtha Lakes Brewing Company","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","687 Rye Street","Peterborough","Ontario","","705-741-1819","44.2769065","-78.3488586","Y","N","N","Y","micro","Micro Brewery","CA","Canada","CAN","A fine and successful Ontario microbrewery, Kawartha Lakes has been producing tasty beers for almost four years. Beginning in 1996 with their now-famous Raspberry Wheat Ale and Pale Ale as draught-only selections in Ontario pubs, the brewery developed a strong following with beer connoisseurs.    The brewery added Nut Brown Ale and Cream Ale to their slate, and offered their ales in oversize 473mL bottles for sale at only at the brewery. This led to many beer pilgrimages by this writer to Peterborough to satisfy my thirst.    Luckily, Kawartha Lakes now distributes their Raspberry Wheat and Cream Ale in 12-packs in a growing number of Beer Stores. Due to the immense popularity of KLB beers, their Nut Brown Ale will also be available in Beer Stores beginning in September. Drinkers who desire their fine Pale Ale must still trek up to Central Ontario, but hopefully this brew will follow sometime in the future and round out their slate.    Kawartha Lakes was recently written up in the National Post, with the headline on March 8 reading: ""The last thing thriving Kawartha Lakes Brewing needs is more customers"". It is great to see an Ontario microbrewery succeeding, which has been something of a rarity in this province's microbrewery industry over the last few years.","124","1996","","","","","","1996","","",""
"MstViE","KClingers Tavern","http://www.kclingers.com/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","304 Poplar Street","Hanover","Pennsylvania","17331","717-597-9170","39.798698","-76.992265","Y","N","Y","Y","micro","Micro Brewery","US","United States","USA","","","1995","","","","","","1995","","",""
"zCcJrf","Keegan Ales","http://www.keeganales.com/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","20 St. James Street","Kingston","New York","12401","845-331-2739","41.931329","-74.012287","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","Keegan Ales was founded in early 2003 when Tommy Keegan learned about an empty building in Kingston that nobody would buy because there was a defunct brewery stuck in it! (Although the building was built in the early 1800?s, the building was most recently home to the Woodstock Brewing Company.)    After months of cleaning and rebuilding, Keegan Ales brewed its first batch of beers on August 1, 2003(Tommy’s mom’s birthday) and set out hand-selling beer to local bars and restaurants early September. The first kegs of Old Capital, Hurricane Kitty and Mother’s Milk went to competition at Hunter Mountain that month. Mother’s Milk took home a gold medal and Old Capital was honored with People’s Choice: Best of Show.    After getting the brewery up and running selling draft beer, the crew at Keegan Ales turned their attention to the defunct bottling line. It had been left broken and literally in hundreds of pieces. It took months of pounding, tinkering and countless scratching of heads, but by the summer of 2004, Keegan Ales was available in 12 ounce bottles!","","2003","https://s3.amazonaws.com/brewerydbapi/brewery/CCuvov/upload_G37Wei-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/CCuvov/upload_G37Wei-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/CCuvov/upload_G37Wei-large.png","","","2003","","",""
"bWL816","Keesmann Bräu","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Wunderburg 5","Bamberg","Bayern","","49-(0)951-/-26646","49.8903557","10.9056386","Y","N","N","Y","micro","Micro Brewery","DE","Germany","DEU","","276","","","","","","","","","",""
"Dq3wAX","Keg Creek Brewing Company","http://kegcreekbrewing.com/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","111 Sharp Street","Glenwood","Iowa","51534","712-520-9029","41.0477418","-95.734539","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","Keg Creek Brewing Company is a microbrewery located in Glenwood, IA that produces small batch craft beer.     We will have an on-site tasting room, serving pints and offering growler purchase and refill. Additional products offered for sale at our location will include 5 gallon kegs, 22 oz bottles, T-Shirts and Caps. Our beer will also be available at many bars and wineries in the local area. Opening planned for August 2011.","","2011","https://s3.amazonaws.com/brewerydbapi/brewery/mTy5ez/upload_GLQRci-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/mTy5ez/upload_GLQRci-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/mTy5ez/upload_GLQRci-large.png","","","2011","","",""
"q9mkJy","Keg Microbrewery & Restaurant","","N","verified","Verified","2012-01-03 02:41:33","2014-10-23 19:11:19","","Stevens Point","Wisconsin","","","44.5235792","-89.574563","Y","N","Y","Y","micro","Micro Brewery","US","United States","USA","","","","","","","","","","","",""
"STVYTP","Keihan Uji Kotsu","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","","Uji","Kinki","","81-0774-22-2359","34.907589","135.819748","Y","N","N","Y","micro","Micro Brewery","JP","Japan","JPN","(No longer brewing)","392","","","","","","","","","",""
"4nEMcq","Kelley Brothers Brewing Company","http://www.kelleybrewing.com/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","112 East Yosemite Avenue","Manteca","California","95336","209-825-1727","37.7973025","-121.2154551","Y","N","Y","Y","brewpub","Brewpub","US","United States","USA","","","1997","","","","","","1997","","",""
"h6xAmH","Kelleys Island Brewery","http://kelleysislandbrewpub.com/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","504 W. Lakeshore Dr.","Kelleys Island","Ohio","43438","419-746-2314","41.596199","-82.725735","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","Pubs (from ""public houses"") have a long and colorful history. Before the rise of large-scale beer manufacturers, people got their beers from local makers. A good beer was cherished and the brewmaster was well-respected for his skill. We liked the idea of having a pub with it's own beer on Kelleys Island. We thought the brews we made could be expressive of the Island's inherent magic. So we started down the road of learning the craft and conceptualizing our brews.","","","https://s3.amazonaws.com/brewerydbapi/brewery/QlpVUy/upload_WYkGo0-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/QlpVUy/upload_WYkGo0-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/QlpVUy/upload_WYkGo0-large.png","","","","","",""
"JQfyvi","Kellys Brewery And BYOB","http://www.kelleybrewing.com/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","3222 Central Ave. SE","Albuquerque","New Mexico","87106","505-262-2739","35.07996","-106.608655","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","","","","","","","","","","","",""
"vkOn59","Kellys Caribbean Bar and Grill & Brewery","http://www.kellyskeywest.com/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","301 Whitehead St","Key West","Florida","33040","305-293-8484","24.557359","-81.8053126","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","","","","","","","","","","","",""
"Y47bEa","Kelmer's Brewhouse","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","458 B Street","Santa Rosa","California","95401","","38.4419307","-122.7169447","Y","N","Y","N","micro","Micro Brewery","US","United States","USA","","","","","","","","","","","",""
"0PktUo","Kelsen Brewing Company","http://kelsenbrewing.com","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","80 North High Street,","Derry","New Hampshire","03038","","42.8880938","-71.3332091","Y","N","N","Y","nano","Nano Brewery","US","United States","USA","Kelsen Brewing company is a new nano brewery in Southern New Hampshire creating craft beers full of flavor and pushing the limits of style.  We have a 3BBL brewing system and we have an onsite tasting room where you can purchase bottles and growler fills.","","2013","https://s3.amazonaws.com/brewerydbapi/brewery/FF81sy/upload_RsiCDc-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/FF81sy/upload_RsiCDc-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/FF81sy/upload_RsiCDc-large.png","We will have a tasting room that will be open Thursday, Friday and Saturday.  Exact hours are to be determined.","Unit 3","2014","","",""
"AdpBLQ","Kelsey Creek Brewing Company","http://www.kelseycreekbrewing.com/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","3945 Main St.","Kelseyville","California","95451","707 245-8402","38.977898","-122.838353","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","","2012","https://s3.amazonaws.com/brewerydbapi/brewery/ZKbOS5/upload_lgLF6a-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/ZKbOS5/upload_lgLF6a-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/ZKbOS5/upload_lgLF6a-large.png","Tue - Sat:	12:00 pm	-	8:00 pm  Sun:	12:00 pm	-	6:00 pm","","2012","","",""
"ANqPO1","KelSo Beer Company","http://kelsoofbrooklyn.com/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","529 Waverly Avenue","Brooklyn","New York","11778","718-398-2731","40.6823455","-73.9655843","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","Brewing extraordinary lagers which highlight the simple beauty of well crafted, local beers since 2006.","","2006","https://s3.amazonaws.com/brewerydbapi/brewery/gj68bh/upload_dcQZHw-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/gj68bh/upload_dcQZHw-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/gj68bh/upload_dcQZHw-large.png","","","2006","","",""
"N101SS","Keltek Brewery","http://keltekbrewery.co.uk/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Candela House","","Cornwall","","TR15 1SS","50.2391492","-5.2227036","Y","N","N","Y","micro","Micro Brewery","GB","United Kingdom","GBR","The Keltek Brewery is a multi award winning Brewery situated in Redruth, Cornwall.","826","1997","https://s3.amazonaws.com/brewerydbapi/brewery/GIUTyi/upload_TQ0U0B-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/GIUTyi/upload_TQ0U0B-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/GIUTyi/upload_TQ0U0B-large.png","","Cardrew Way Redruth","2010","","",""
"mhZDXS","Kenai River Brewing Company","http://www.kenairiverbrewing.com/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","241 North Aspen Drive","Soldotna","Alaska","99669","907-262-2337","60.493759","-151.069757","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","Kenai River Brewing Company is a microbrewery specializing in handcrafted ales.  Compliment your adventure, whether fishing, hiking, snow machining, or just relaxing, with freshly brewed beer.    Support locally brewed beer by asking for Kenai River Brewing Company at your favorite bar or restaurant.","","","https://s3.amazonaws.com/brewerydbapi/brewery/5LLJ5X/upload_bysnIF-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/5LLJ5X/upload_bysnIF-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/5LLJ5X/upload_bysnIF-large.png","Mon - Sat:	12:00 pm - 7:00 pm","","","","",""
"P1I1gt","Kenco Farms Meadery","rtol.net/kencofarms/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1414 Centralia Road","Sutton","West Virginia","26601","304-765-7980","38.6181648","-80.6643625","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","","","","","","","PO Box 454","","","",""
"1L0pqK","Kennebec River Pub & Brewery","http://www.NorthernOutdoors.com/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1771 US Route 201","The Forks","Maine","04985","800-765-7238","45.265411","-69.994833","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","The Kennebec River Pub & Brewery is located at Northern Outdoors Adventure Resort in the North Woods logging village of The Forks, Maine. Northern Outdoors is New England's most diverse and accessible adventure destination, offering an authentic outdoor experience and first class amenities in any season. The brewery began pouring pints for thirsty woodcutters, rafters, hikers, snowmobilers and tourists at the resort, in January 1997.    Kennebec River beers are unfiltered and all natural, with no preservatives, additives or stabilizers. We handcraft our beers with the utmost care, using the finest malted barley, premium domestic and imported hops, superior yeasts, and pure water. Good flavorful beer, brewed in small batches right here in the North Woods of Maine! Cheers!","","1997","https://s3.amazonaws.com/brewerydbapi/brewery/j3QAfe/upload_SKprnB-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/j3QAfe/upload_SKprnB-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/j3QAfe/upload_SKprnB-large.png","","","1997","","",""
"V9XEA3","Kennett Brewing Company","http://kennettbrewingcompany.com/","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","","Kennett Square","Pennsylvania","19348","(717) 529-2727","39.8467767","-75.7116032","Y","Y","N","Y","micro","Micro Brewery","US","United States","USA","Kennett Brewing Company believes that everyone deserves extraordinary beer. This philosophy and attitude stems from our founders’ personal journey in craft brewing. Years of pursuing excellent traditional and inventive beers led to the discovery that enjoying the greatest beers was not easily achieved. Ours was a flavor odyssey, searching for representative and unique beer from around the world and bearing whatever cost necessary. Ultimately, the founders of KBC decided to make these great beers themselves. Together they dedicated over 13 years of research, practice, and achievement to develop their own beers to the category of extraordinary. Through a combination of replicating traditional styles and creating innovative interpretations, KBC provides a tasting experience like no other. Our customers have the opportunity to affordably enjoy the finest beers flavors from around the world at a single location. From traditional English styles to the groundbreaking innovations of America’s West Coast, customers explore flavors that may take a lifetime to enjoy. At Kennett Brewing Company, everyone drinks extraordinary beer.","","","","","","","","","","",""
"lthkeP","Kensington Brewing Company","http://www.kensingtonbrewingcompany.com","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","156 Augusta Avenue","Toronto,","Ontario","M5T 2L4","+1 647-648-7541","43.6528644","-79.4013671","Y","N","N","Y","micro","Micro Brewery","CA","Canada","CAN","The Kensington Brewing Company is a small, independently owned and operated craft beer company located in the heart of Kensington Market, Toronto.","124","2011","https://s3.amazonaws.com/brewerydbapi/brewery/v8SqHO/upload_tCo4hY-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/v8SqHO/upload_tCo4hY-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/v8SqHO/upload_tCo4hY-large.png","Mon - Fri: 9:00 am - 6:00 pm","","2011","","",""
