"id","name","description","isOrganic","status","statusDisplay","createDate","updateDate","locality","region","postalCode","phone","latitude","longitude","isPrimary","inPlanning","isClosed","openToPublic","locationType","locationTypeDisplay","countryIsoCode","displayName","isoThree","website","established","images__icon","images__medium","images__large","streetAddress","numberCode","yearOpened","hoursOfOperation","extendedAddress","yearClosed","mailingListUrl","isoCode"
"BkWr1W","Palmetto Brewing Company","Opened by Ed Falkenstein and Louis Bruce in 1993 to create a locally-brewed alternative to domestic and import beers, Palmetto is South Carolina's oldest brewery and the first to open in the state since Prohibition. We make four year-round styles of beer, with every batch brewed in our twenty-five barrel brewing system.    Ed and Louis started making great beers after a windsurfing trip to Hood River Oregon. After finding inspiration and realizing that Charleston needed some better beer, they set up shop on Huger Street and have been brewing up trouble ever since.     Wanna come see us? We are open five days a week, closed on Sundays and Mondays unless you're interested in stopping by for Bendy Brewski Yoga!    Hours are:  Tues/Wed 3pm - 7pm  Thursday 3pm - 9pm  Fri/Sat 1pm - 9pm    Tours are free and are offered on the hour!","N","verified","Verified","2012-01-03 02:41:33","2014-10-27 14:46:52","Charleston","South Carolina","29403","843-937-0903","32.8017374","-79.945522","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://www.palmettobrewingco.com/","1993","https://s3.amazonaws.com/brewerydbapi/brewery/Fvb1JY/upload_gdKf2e-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/Fvb1JY/upload_gdKf2e-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/Fvb1JY/upload_gdKf2e-large.png","289 Huger Street","","1994","Tue:  3:00pm - 7:00pm  Wed:  3:00pm - 7:00pm  Thu:  3:00pm - 9:00pm  Fri:  1:00pm - 9:00pm  Sat:  1:00pm - 9:00pm  Sun:  1:00pm - 5:00pm    Tours are offered every hour, on the hour. Walk-ins only. If you are interested in a private tour, please email us to schedule.","","","",""
"XO8OYi","Palo Alto Brewing Company","We are a Gypsy Brewery from Palo Alto CA. We have brewed at multiple breweries in the Bay Area and at De Proef in Belgium. No matter where we brew, we always being a quality to our fans.","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Palo Alto","California","94043","","37.40646","-122.075957","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://paloaltobrewing.com/","","https://s3.amazonaws.com/brewerydbapi/brewery/MCuJ2M/upload_qMWpUo-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/MCuJ2M/upload_qMWpUo-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/MCuJ2M/upload_qMWpUo-large.png","1080-B La Avenita","","","","","","",""
"o4FfAx","Palouse Falls Brewing Co","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Pullman","Washington","99163","509-334-6427","46.7193408","-117.1644805","Y","N","Y","Y","micro","Micro Brewery","US","United States","USA","http://www.palousefallsbrewing.com/","","","","","1335 SE Bishop Blvd","","","","","","",""
"QNyTKO","Pangaea Beer Co","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Wisconsin Rapids","Wisconsin","54495","","44.4091622","-89.852565","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://www.pangaeabeers.com/","","","","","2321 Engel Rd","","","","","","",""
"Oz8d90","Panimo Hiisi","Small brewery in central Finland, Jyväskylä.","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","","Jyväskylä","40250","0504411411","62.270458","25.720878","Y","N","N","N","micro","Micro Brewery","FI","Finland","FIN","http://panimohiisi.fi/","2013","","","","Heinämäenkuja 5","246","2013","","","","",""
"aTgiD7","Panimoravintola Beer Hunter's","Finnish craft brewery and distillery located in the town of Pori.","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Pori","","28100","+358 2 6415599","61.4869747","21.7957909","Y","N","N","Y","micro","Micro Brewery","FI","Finland","FIN","http://www.beerhunters.fi/","1998","https://s3.amazonaws.com/brewerydbapi/brewery/CzL2Rq/upload_nAzdrJ-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/CzL2Rq/upload_nAzdrJ-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/CzL2Rq/upload_nAzdrJ-large.png","Antinkatu 11","246","1998","Mon - Sun: 11:00 am - 2:00 am","","","",""
"2hhHTp","Panther Brewing Company","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Utica","New York","13502","800-568-2553","43.127735","-75.216599","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","","","","","Utica NY 13502","","","","","","",""
"f1Q5dG","Panty Dropper Ale","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Beaverton","Oregon","97007","503-848-3509","45.459272","-122.874844","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","","","","","8355 SW 191st Ave","","","","","","",""
"HL8tmh","Papago Brewing Company","Papago Brewing Company is located in Scottsdale, Arizona on the southwest corner of Scottsdale and McDowell Rd. We have 30 rotating taps and about 500 different bottled beers. Proud to be locally owned and operated since May 2001.","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Scottsdale","Arizona","85257","(480) 425-7439","33.4655863","-111.9279622","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://www.papagobrewing.com/","2001","https://s3.amazonaws.com/brewerydbapi/brewery/SmpY1A/upload_bDeEFi-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/SmpY1A/upload_bDeEFi-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/SmpY1A/upload_bDeEFi-large.png","7107 East Mcdowell Road","","2001","Mon - Thu: 12:00 pm - 12:00 am  Fri - Sat: 12:00 pm - 2:00 am  Sun: 12:00 pm - 12:00 am","","","",""
"terhw8","Paper City Brewing Company","Back in 1980 when Congress passed a law making home brewing legal, Jay Hebert, founder of Paper City Brewery, Co., Inc. began brewing beer for his personal consumption. At that time this hobby was quite unique. Jay knew then he would someday like to own a brewery and bring the beer industry back to Holyoke. In 1995 this dream came true. Jay, at this time, owned an old manufacturing warehouse on Cabot Street in Holyoke. He soon incorporated the Paper City Brewery, Co., Inc. From here the wheels were in motion, Jay spent most of his time in transforming the fifth floor of the warehouse into a functional, federally and state approved, micro-brewery. Under the supervision of head brewer Rick Quackenbush the brewery put out its first brew of Holyoke Dam Ale in November of 1996.    Today, Paper City Brewery continues to grow with the addition of a new Head Brewer Ben Anhalt, Assistant Brewer, Jason Todd and an additional flagship beer, Ireland Parish Golden Ale. We have also brewed various seasonal ales such as Winter Palace Wee Heavy and Cabot Street Summer Wheat.","N","verified","Verified","2012-01-03 02:41:33","2014-09-26 13:45:15","Holyoke","Massachusetts","01040","413-535-1588","42.2011759","-72.610427","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://www.papercity.com/","1996","https://s3.amazonaws.com/brewerydbapi/brewery/UZ2dcQ/upload_bZI2hT-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/UZ2dcQ/upload_bZI2hT-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/UZ2dcQ/upload_bZI2hT-large.png","108 Cabot St","","1996","","","","",""
"Vru4ur","Pappy Slokum Brewing Co.","Pappy Slokum Brewing Co. was formed in 2011 when three partners came together with a common goal. That goal being to create uncompromised, high quality artisan ales and lagers here in West/Central Texas for West/Central Texas, just like the original Pappy did. The Pappy Slokum team brings 41 years of brewing experience to the craft brewing industry. With a combined 58 award winning beers along with 6 Brewmaster of year titles collectively. Pappy Slokum is a brewing force that stands alone. From the ice cold, easy drinking Local Yella, malty and dark McPappy's 80 Schilling to the Tom 23 Imperial Red whose flavors hit you like a shot from a hop howitzer. Pappy promises to deliver the flavor our beer loving followers require!","N","verified","Verified","2012-01-03 02:41:33","2014-07-25 14:29:27","Abilene","Texas","79602","(325) 201-4112","32.4445058","-99.7269209","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://www.pappyslokum.com","2014","https://s3.amazonaws.com/brewerydbapi/brewery/NpZWdG/upload_0SBn34-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/NpZWdG/upload_0SBn34-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/NpZWdG/upload_0SBn34-large.png","409 S Treadaway Blvd","","","","","","",""
"VyaW5Z","Paradise Creek Brewery","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Pullman","Washington","99163","509-338-9463","46.7289335","-117.1809181","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","","","","","","245 SE Paradise St","","","","","","",""
"MBEhFB","Paradox Beer Company","Modern brewing processes collide, headlong, into ancient beer. Therein lies the Paradox. The creative forces behind Paradox Beer have explored, wholehartedly, all facets of beer, brewing and drinking and have found the Bedrock of Beer. When all else is removed, Beeris Alchemey sprinkled with Paradigm dashed on the hopes of Artistic Grandeur. In our case we took Wayward Beers, unruly at best, and Bound them in the confines of Experienced Oak in the hopes that the sum would be greater than the parts... A lofty goal! One that the human condition aspires to?","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Woodland Park","Colorado","80866","(719) 686-8081","38.968728","-105.034305","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://www.paradoxbeers.com/","2012","https://s3.amazonaws.com/brewerydbapi/brewery/ygt1Tu/upload_uYBcEy-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/ygt1Tu/upload_uYBcEy-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/ygt1Tu/upload_uYBcEy-large.png","106 E. Village Terrace","","","","Suite 100","","",""
"Ixo7Nb","Parallel 49 Brewing Company","Parallel 49's three founders grew up together in East Vancouver, less than 10 minutes from the spot where the brewery now stands.  Mike, Nick, and Anthony had been avid home brewers and craft beer enthusiasts for years before they finally decided to turn their shared passion into a full time gig.    In 2008, the three friends quit their day jobs and opened a restaurant that quickly became known as a mecca for craft beer enthusiasts in Vancouver.  As the restaurant business thrived, the guys turned their attentions back to the enduring dream of opening their own brewery.    The guys decided that it was time to stop talking and start brewing.  They teamed up with Graham With, a respected home brewer; and Michael Tod, a friend with a wealth of sales experience in the BC craft beer industry.  The newly assembled Parallel 49 team set out to create the unique brand of Vancouver craft beer that they had been thirsting after for years.","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Vancouver","British Columbia","V5L 1K5","(604) 558-2739","49.2839053","-123.0644391","Y","N","N","Y","micro","Micro Brewery","CA","Canada","CAN","http://parallel49brewing.com","","https://s3.amazonaws.com/brewerydbapi/brewery/oZ1O3I/upload_i7q6eq-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/oZ1O3I/upload_i7q6eq-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/oZ1O3I/upload_i7q6eq-large.png","1950 Triumph St","124","","Open from Noon - 9pm daily","","","",""
"8IJKF0","Parish Brewing Company","Parish Brewing Co. is a nanobrewery (yes, nano! smaller than micro!) in Lafayette, Louisiana.  We supply Louisiana with uncompromising, craft brewed beer (or biere in our native cajun french).  Using only the finest ingredients, we'd never cut costs at the expense of flavor.     Think of Parish as an upstart local brewery in cajun country doing battle against boring, tasteless swill.","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Broussard","Louisiana","70518","337-315-3351","30.146351","-91.956306","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://www.parishbeer.com/","2009","","","","613 E 2nd St","","2009","","","","",""
"ahHq5a","Park Bellheimer AG","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","","Bellheim","76756","","49.189414","8.278914","Y","N","N","Y","micro","Micro Brewery","DE","Germany","DEU","http://www.bellheimer.de/","1865","","","","Karl-Silbernagel-Straße 20","276","","","","","",""
"kc28OR","Park City Brewing","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Heber City","Utah","84032","1-435-654-5467","40.4959692","-111.4201524","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","","","","","375 West 910 South","","","","","","",""
"MvkwXs","Park Tavern Brewery","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Atlanta","Georgia","30309","404-249-0001","33.7821919","-84.3691666","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","http://www.parktavern.com/","","","","","500 10th St NE","","","","","","",""
"GHIewF","Parkbrauerei","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Pirmasens","Rhineland-Palatinate","66953","","49.203438","7.603795","Y","N","N","Y","micro","Micro Brewery","DE","Germany","DEU","http://www.parkbrauerei.de/","","","","","Zweibrücker Strasse 3-5","276","","","","","",""
"WTMExu","Parkway Brewing Company","Hidden in Salem’s industrial corridor of Kessler Mill Road, Parkway Brewing is poised to breathe new life into this forgotten thouroughfare by Mason Creek. With easy access from the Hanging Rock Battlefield Trail, Interstate 81, East Main Street and Routes 311 and 419, everyone can easily find their way to the rivers of tasty goodness we’ll be pouring on site! Come by on for a flight & a look around. And of course, you’ll want to take home a refillable Growler as a mouth-watering treat for the family or friends. Or you might just want to drink it all yourself!    We have loads of fun events planned, so check back here often. Bands, Food Trucks, Belly Dancing, ""Body By Parkway Runners Club,"" Craft Nights, Cornhole Tourneys, you name it, it can happen HERE. You never know what you’ll find going on at Parkway Brewing, but fun will reign, so stop by & check us out. Only one rule: No Bad Vibes!","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Salem","Virginia","24153","(540) 314-8234","37.309198","-80.033478","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","http://parkwaybrewing.com/","2012","https://s3.amazonaws.com/brewerydbapi/brewery/okwu8a/upload_Vo8jxU-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/okwu8a/upload_Vo8jxU-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/okwu8a/upload_Vo8jxU-large.png","739 Kesler Mill Road","","","Tasting Hours: Thursday through Saturday, 4 – 8 pm starting in January 2013.","","","",""
"lCWiw4","Parrotdog","ParrotDog Brewing Limited is a craft brewing company first put into action by the home brewing partnership of Matt Kristofski and Matt Warner. Matt Stevens was later added to the grist and 2011 saw our first commercial contract brewing release, ParrotDog BitterBitch, on tap and in bottles in all good craft beer bars and outlets around Wellington and wider New Zealand. In late 2011, the decision was made to open our own brewery in Wellington City. After six months of planning and installation, the brewery is now in production in 2012.","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","","Wellington","6011","3848077","-41.2967402","174.78022","Y","N","N","Y","micro","Micro Brewery","NZ","New Zealand","NZL","http://www.parrotdog.co.nz","2011","https://s3.amazonaws.com/brewerydbapi/brewery/lOSF1M/upload_xgUtBi-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/lOSF1M/upload_xgUtBi-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/lOSF1M/upload_xgUtBi-large.png","29 Vivian St","554","2012","Mon - Thu: 10:00 am - 6:00 pm  Fri: 10:00 am - 8:00 pm  Sat: 12:00 pm - 6:00 pm","","","",""
