"id","name","description","website","established","isOrganic","images__icon","images__medium","images__large","status","statusDisplay","createDate","updateDate","streetAddress","locality","region","postalCode","phone","hoursOfOperation","latitude","longitude","isPrimary","inPlanning","isClosed","openToPublic","locationType","locationTypeDisplay","countryIsoCode","yearOpened","displayName","isoThree","numberCode","extendedAddress","yearClosed","mailingListUrl"
"kSUGO5","Sante Adairius Rustic Ales","Sante Adairius Rustic Ales is a small, but daring, brewery located in the coastal city of Capitola, CA, just south of Santa Cruz.    Sante Adairius is a brewery founded on respect for quality and authenticity. We focus our attention on producing well-constructed beers with an eye towards simplicity and character. SARA takes liberty in emulating those memorable beers, their brewers, and the experiences they foster, never forgetting those giants on whose shoulders we stand.    Our approach to beer making is one of whimsy, highly inspired by the Belgian tradition, but also in harmony with brewers all over the world who push against boundaries of style with a nudge, not a shove. Often our beers are barrel-aged, usually in wine barrels, with various yeast and bacteria. As often as not though, Sante Adairius brews beers more approachable and traditional in nature, yet no less flavorful or distinctive.    Owned and operated by us, Adair Paterno and Tim Clifford, Sante Adairius Rustic Ales is our attempt to bring people together over great beer. SARA is an expression of our many years of beer geekery, the rabbit hole of tasting every beer we could get our hands on, and trusting we could contribute to the canon of those beers of the highest esteem. We believe great beer comes first. We stay true to our brewing roots. We take seriously the fact that we are brewing for you, and for ourselves. We appreciate your interest in our efforts. Sante!","http://rusticales.com/","2011","N","https://s3.amazonaws.com/brewerydbapi/brewery/kePmTN/upload_3tW66O-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/kePmTN/upload_3tW66O-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/kePmTN/upload_3tW66O-large.png","verified","Verified","2012-01-03 02:41:33","2014-09-30 17:16:09","103 Kennedy Drive","Capitola","California","95010","(831) 462-1227","","36.9832373","-121.9496012","Y","N","N","Y","micro","Micro Brewery","US","2012","United States","USA","","","",""
"GxHrc7","Sapphire Mountain Brewing Co","Our original location at Sapphire National Golf Club offers over 80 Micros, Imports/Belgiums and Domestic beers, wines and our Award-Winning piping hot Wood-Fired Pizza cooked in our very Rustic Mountain setting. Our scenic views of mountains, lakes are the best in the area! We offer a full menu including rustic pub and casual food, chef specials, daily specials while enjoying our many TVs throughout our restaurant. We have Live Music on select nights and many theme events.","http://www.sapphiremountainbrewingcompany.com/","2007","N","https://s3.amazonaws.com/brewerydbapi/brewery/egQUIK/upload_rEVABb-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/egQUIK/upload_rEVABb-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/egQUIK/upload_rEVABb-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","50 Slicers Avenue","Sapphire","North Carolina","28774","828-743-0220","","35.116492","-83.017791","Y","N","N","Y","restaurant","Restaurant/Ale House","US","2007","United States","USA","","","",""
"CXQkP9","Chuo","","http://www.sapporousa.com/","1876","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","10-1 Ginza 7-chome, Chuo-ku","Tokyo","Kanto","","81-(03)-3572-6111","","35.668455","139.763405","Y","N","N","N","micro","Micro Brewery","JP","","Japan","JPN","392","","",""
"tH0flY","Sarah Hughes Brewery","","","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Dudley DY3 1JE","Dudley","West Midlands","","","","52.543036","-2.1146","Y","N","N","Y","micro","Micro Brewery","GB","","United Kingdom","GBR","826","","",""
"VajTuz","Sarajevska Pivara","Begining of the industrial development in Bosnia and Herzegovina started with the opening of Sarajevo brewery in 1864. Sarajevo brewery was the only European beer company to keep continued production in the periods of two empires: during the Otoman empire and the Austro-hungarian monarchy. By the end of 19th century, production at the Sarajevo brewery reached 22000 hl, prior the First World War production was at 116000 hl and in 1916 – it has climbed to 150000 hl. From 1965 to 1980, Sarajevo brewery has recorded a steady growth that dropped in period from 1980 to 1984.    I took over the Sarajevo brewery leadership in 1984. Steady growth during the following years reached from 299000 hl to 784000 hl in 1991. Agression on Bosnia and Herzegovina from 1992 to 1995 did not haltered the production and our natural water wells provided much needed clean water for the Sarajevo population. Latest war created damages to Sarajevo brewery esteemated 20 million dollars.    From 1995 to 2009, Sarajevo brewery strategic focus was to rebuild damages and to modernize company for what we invested over 80 million Euros. Today, Sarajevo brewery uses most modern technology combined with untouched traditional roots of water quality and tehnological processes.    In 1996, we have installed line producing concentrated juices and can filling. Iin 1997, we constructed facilities for filling the non-alchocolic beverages as well as PET packing with capacity for 12000 bottles / h. In 1998, we signed three year contract with Coca-Cola to service their production. From 1998 to 2002 Sarajevo brewery modernized our beer production line to „state of the art“ technology. In 2002, we signed an agreement with PepsiCo producing lines of refreshing and nonalcoholic drinks from Pepsi's program.    Today, Sarajevo brewery production has climbed significantly producing 800000 hl of beer and 1.000 000 hl of nonalcoholic and refreshing beverages per year.    Sarajevo beer has reached number of countries gaining more and more recognitions daily in Austria, Australia, Croatia, Serbia, Kazakhstan, Switzerland, The Netherlands, Kuwait, Libya, Slovenia, USA and others. Soon enough, number of other countries enjoying our superb beer will be added to this list.","http://www.sarajevska-pivara.ba/","1864","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Franjevacka 15","Sarajevo","","71 000","+387 33 491 107","","43.852579","18.37507","Y","N","N","Y","micro","Micro Brewery","BA","1864","Bosnia and Herzegovina","BIH","70","","",""
"vNFnCK","Sarasola Sagardotegia","","http://sarasolasagardotegia.com/","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Calle Bellabara","Asteasu","Guipúzcoa","20159","+34 943 69 02 83","","43.2039918","-2.0959429","Y","N","N","Y","micro","Micro Brewery","ES","","Spain","ESP","724","0 Carretera Alkiza","",""
"7uSI4Q","Sarasota Brewing Co","","http://www.sarasotabrewing.com/","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","6607 Gateway Ave","Sarasota","Florida","34231","941-925-2337","","27.259739","-82.516167","Y","N","N","Y","brewpub","Brewpub","US","","United States","USA","","","",""
"kEB6Dr","Sasquatch Brewery","A comfortable neighborhood brewpub with a focus on classic NW handcrafted ales and quality food.","http://sasquatchbrewery.com/","2011","N","https://s3.amazonaws.com/brewerydbapi/brewery/tJs6bC/upload_St6AZB-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/tJs6bC/upload_St6AZB-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/tJs6bC/upload_St6AZB-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","6440 SW Capitol Highway","Portland","Oregon","97239","503-679-1961","Mon - Thu: 3:00 pm - 11:00 pm  Fri - Sat: 12:00 pm - 12:00 am  Sun: 12:00 pm - 9:00 pm","45.4776281","-122.6989936","Y","N","N","Y","micro","Micro Brewery","US","","United States","USA","","","",""
"gXseoA","Satulah Mountain Brewing Company","First brewery in Macon County.","http://www.satulahmountainbrewing.com/","2014","N","https://s3.amazonaws.com/brewerydbapi/brewery/CxfQef/upload_JpbdkW-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/CxfQef/upload_JpbdkW-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/CxfQef/upload_JpbdkW-large.png","verified","Verified","2012-01-03 02:41:33","2014-08-08 14:37:03","454 Carolina Way","Highlands","North Carolina","28741","(828) 482-9794","Tue:  4:00pm - 9:00pm Wed:  4:00pm - 9:00pm Thu:  4:00pm - 9:00pm Fri:  4:00pm - 12:00am Sat:  2:00pm - 12:00am Sun:  2:00pm - 10:00pm  ","35.0538964","-83.1954328","Y","N","N","Y","brewpub","Brewpub","US","","United States","USA","","","",""
"viFOXG","Saucony Creek Brewing Co.","Saucony Creek Brewing Company is a forward-thinking craft brewery proudly fashioning hyper-local beers from farm to pint in an effort to keep glass-clinking camaraderie alive and well. We’ve recognized that a truly spectacular beer possesses the power to erase all boundaries and unify individuals no matter what their differences may be.    In an industry where newbies continue to emerge and strive for originality, Saucony Creek Brewing Company is destined to break the mold with authentic, small-batch creations accented by an open-minded, “say we won’t” type of attitude. Despite our tiny town presence, there’s a world of passion and experience dripping from each Saucony sip.    It was a professional X Games and action sports career that sent a younger version of Saucony Creek Brewing Company’s current Founder and Owner, Matt Lindenmuth, hopping from country to country where artful inspiration, diverse cultures and unique individuals prevailed around every corner. He soaked it all up and particularly felt fascination for craft beer at the age of thirteen in Belgium. Fast forward through US Snowboard Team training, Guinness World Records, NBC’s Gravity Games and a collection of injuries,  it was time to leave behind one crafty career and begin another one. With some newfound free time, Matt took his long standing hobby of home brewing to the next level and began the formal process of launching Saucony Creek Brewing Company.","http://www.sauconycreekbrewing.com/","2012","N","https://s3.amazonaws.com/brewerydbapi/brewery/tlmOdt/upload_atjNLt-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/tlmOdt/upload_atjNLt-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/tlmOdt/upload_atjNLt-large.png","verified","Verified","2012-01-03 02:41:33","2014-09-11 10:39:29","15032 Kutztown Road,","Kutztown","Pennsylvania","19530","(610) 683-3128","","40.500895","-75.796983","Y","N","N","Y","micro","Micro Brewery","US","2013","United States","USA","","","",""
"5M3LNI","Saucony Creek Brewing Co.","","http://www.sauconybeer.com","","","","","","deleted","Deleted","2012-01-03 02:41:33","2014-09-11 10:39:33","15032 Kutztown Road","Kutztown","PA","19530","610-683-3128","","40.500895","-75.796983","Y","N","N","Y","micro","Micro Brewery","US","2013","United States","USA","","","",""
"MXtuNI","Saugatuck Brewing Company","Saugatuck Brewing Co. is a traditional Irish style pub that features quality beer, wine, food, and service. We have twelve unique brews made by our Brewmaster that are served in the Pub and bottled and distributed throughout the mid-west.     We feature the only brew-on-site facility in West Michigan. With five copper kettles, an array of natural ingredients, and over 100 recipes, we invite you and your friends to be the Brewmaster for a day. Create your own unique ale and return in two weeks to bottle 5 cases of fresh beer with a custom label of your choice.    The Bier Hall is our multi-purpose banquet facility complete with stage and lights. This venue can be rented for weddings, receptions, reunions, corporate events and concerts. The Bier Hall can accommodate up to 200-seated guests. Catering and bar services are included.","http://saugatuckbrewing.com/","","N","https://s3.amazonaws.com/brewerydbapi/brewery/VrC2d6/upload_oyksG9-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/VrC2d6/upload_oyksG9-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/VrC2d6/upload_oyksG9-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","2948 Blue Star Highway","Douglas","Michigan","49453","269-857-7222","Mon - Thu:	11:30 am	-	9:00 pm  Fri:	11:30 am	-	11:00 pm  Sat:	11:30 am	-	12:00 am  Sun:	11:30 am	-	9:00 pm","42.6319977","-86.2119221","Y","N","N","Y","micro","Micro Brewery","US","","United States","USA","","","",""
"wt0K5T","Save the World Brewing Co.","Artisanal Belgian style ales making you feel good on so many levels.    After years of perfecting our recipes and with the use of only the best grains, hops and yeast, we feel our beers are raising the bar to the next level for the craft brewery movement. Grab a bottle of one our beers and decide for yourself, knowing that you're helping to Save The World one beer at a time!     We offer beer brewing classes and tasting parties by appointment only,","http://savetheworldbrewing.com","2014","N","https://s3.amazonaws.com/brewerydbapi/brewery/67lPiS/upload_10pfZy-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/67lPiS/upload_10pfZy-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/67lPiS/upload_10pfZy-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1510 Resource Parkway","Marble Falls","Texas","78654","(830) 637-7654","","30.616771","-98.2640193","Y","N","N","Y","micro","Micro Brewery","US","","United States","USA","","","",""
"moxgzv","Saw Works Brewing Company","Traditional Beers Brewed For Today! Knoxville, Tennessee    Marble City Brewing Company became Saw Works in May 2012.","http://marblecitybeer.com/","2010","N","https://s3.amazonaws.com/brewerydbapi/brewery/ZVL5Uu/upload_pa0aHU-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/ZVL5Uu/upload_pa0aHU-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/ZVL5Uu/upload_pa0aHU-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","708 East Depot Ave.","Knoxville","Tennessee","37917","865-247-5952","Wednesday-Friday 4-8pm and Saturday 2-8pm","35.974813","-83.914547","Y","N","N","Y","micro","Micro Brewery","US","2011","United States","USA","","","",""
"yrciWj","Sawdust City Brewing Co","Opening in the Spring of 2012 on the boardwalks of the Muskoka Wharf in the heart of Gravenhurst, Ontario; Sawdust City Brewing Co., will be a small brewery with an attached tied-house.  Now, for everyone not affiliated with the provincial government, that simply means that Sawdust City will be makin' fresh, tasty beer and will be servin' local, tasty food.  Why a ""tied-house"" you ask?  Well, we here at the Sawdust City Brewing Co., we not only love beer, but we also love what beer can do!  Beer has the unique ability to bring people together.  We love to see people gatherin' together to eat great food, listen to great music or just to simply talk and tell some great stories.   So along with makin' some fantastic beer, we set about lookin' to create a place where you could do all those things under one roof.  And we wanted to do it right here on the shores of Lake Muskoka.  So once the dust flies in 2012, come on down to the Sawdust City Brewing Co. and enjoy some great beer, some great food and some great company!","http://www.sawdustcitybrewing.com/","2011","N","https://s3.amazonaws.com/brewerydbapi/brewery/LaGJwq/upload_OmDSu3-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/LaGJwq/upload_OmDSu3-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/LaGJwq/upload_OmDSu3-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","PO Box 8","Gravenhurst","Ontario","P1P 1T5","","","44.925289","-79.375629","Y","Y","N","Y","brewpub","Brewpub","CA","2011","Canada","CAN","124","","",""
"a5pg2X","Sawtooth Brewery","Sawtooth Brewery is Ketchum's local brewery. Come see us in the tap room for a pint from one of our 13 craft beers on draft!","http://www.sawtoothbrewery.com","2011","N","https://s3.amazonaws.com/brewerydbapi/brewery/REvca8/upload_SSx3QD-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/REvca8/upload_SSx3QD-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/REvca8/upload_SSx3QD-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","600 North Main Street","Ketchum","Idaho","83340","(208) 806-1368","Mon - Fri: 4:00 pm - 10:00 pm  Sat - Sun: 2:00 pm - 10:00 pm","43.6828048","-114.3668018","Y","N","N","Y","micro","Micro Brewery","US","2011","United States","USA","","","",""
