"id","name","description","website","established","isOrganic","images__icon","images__medium","images__large","status","statusDisplay","createDate","updateDate","streetAddress","locality","region","postalCode","phone","latitude","longitude","isPrimary","inPlanning","isClosed","openToPublic","locationType","locationTypeDisplay","countryIsoCode","yearOpened","displayName","isoThree","numberCode","hoursOfOperation","extendedAddress","mailingListUrl","yearClosed"
"Cu5xXG","Grove Street Brewhouse","","","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","233 S 1st St","Shelton","Washington","98584","360-462-2739","47.2115799","-123.1003663","Y","N","N","Y","brewpub","Brewpub","US","","United States","USA","","","","",""
"pDolgh","Growler Craft Brewery","","","","N","https://s3.amazonaws.com/brewerydbapi/brewery/kXV5lc/upload_1yNtpb-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/kXV5lc/upload_1yNtpb-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/kXV5lc/upload_1yNtpb-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","164 Hwy 4","Murphys","California","95247","(209) 728-1162","38.1392612","-120.4559499","Y","N","Y","Y","brewpub","Brewpub","US","","United States","USA","","","","",""
"RXXZq8","Growlers of Gaithersberg","Growlers of Gaithersburg is a restaurant and microbrewery located in the heart of Olde Towne Gaithersburg, MD. Growlers features great food, excellent home brew, and always entertaining live shows.","http://www.growlersofgaithersburg.com/","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","227 East Diamond Ave","Gaithersburg","Maryland","20877","301-519-9400","39.1420844","-77.1936088","Y","N","N","Y","brewpub","Brewpub","US","","United States","USA","","Mon - Thu: 11:30 am - 1:00 am  Fri - Sat: 11:30 am - 2:00 am  Sun: 11:30 am - 1:00 am","","",""
"3rGNzZ","Gruhlke's Microbrewery / Bias Vineyards","","http://www.biaswinery.com/","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","3166 Highway B","Berger","Missouri","63014","573-834-5475","38.6703731","-91.3222202","Y","N","N","Y","brewpub","Brewpub","US","","United States","USA","","","","",""
"opTwlP","Grünbaum Brauerei","","http://www.gruenbaum-brauerei.de/","1686","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Ziegelstraße 9-17","Aalen","","73431","","48.837765","10.092035","Y","N","N","Y","micro","Micro Brewery","DE","","Germany","DEU","276","","","",""
"ep0mnG","Grupo Cruzcampo SA","","http://www.cruzcampo.es/","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1 Avda De Andalucia","","Sevilla","41007","95 (497) 99 99","37.387524","-5.9627143","Y","N","N","Y","micro","Micro Brewery","ES","","Spain","ESP","724","","","",""
"IUi0IR","Grupo Modelo S.A. de C.V.","Grupo Modelo, founded in 1925, is the leader in Mexico in beer production, distribution and marketing, with 63.0% of the total (domestic and export) market share, as of December 31, 2008. It has seven brewing plants in Mexico, with a total annual installed capacity of 60 million hectoliters. It is the importer of Anheuser-Busch InBev’s products in Mexico, including Budweiser, Bud Light and O’Doul’s. It also imports the Chinese Tsingtao brand and the Danish beer Carlsberg. Through a partnership with Nestlé Waters, it produces and distributes in Mexico the bottled water brands Sta. María and Nestlé Pureza Vital, among others.","http://www.gmodelo.com.mx/","1925","N","https://s3.amazonaws.com/brewerydbapi/brewery/wadu38/upload_MnwS9w-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/wadu38/upload_MnwS9w-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/wadu38/upload_MnwS9w-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Campos Elíseos #400, 8th Fl.,","Mexico City","Distrito Federal Mexico","11000","+52-55-5283-3600","19.422447","-99.209758","Y","N","N","Y","micro","Micro Brewery","MX","1925","Mexico","MEX","484","","Colonia Lomas de Chapultepec","",""
"uoQoRs","Gruut","City brewery Gruut is located in the very heart of Ghent, Belgium.   Our brewery combines the brewing of beer with as well very recent as ancient techniques.  The beer is unique and especially healthy because of the use of special spices (gruit) instead of hop.  Right now Gruut exports to the USA, but as people look more and more to  their health this kind of beer could become very wide spreaded in the world.","http://www.gruut.be/","","N","https://s3.amazonaws.com/brewerydbapi/brewery/RaP0fm/upload_a7Oj7K-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/RaP0fm/upload_a7Oj7K-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/RaP0fm/upload_a7Oj7K-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Grote Huidevettershoek 10","Gent","Oost Vlaanderen","9000","+32 9 269 02 69","51.049434","3.7283784","Y","N","N","Y","brewpub","Brewpub","BE","","Belgium","BEL","56","","","",""
"YpLsp2","Guadalupe Brewing Company","Guadalupe Brewing Company is a new locally owned Craft Beer manufacturer in New Braunfels, Texas. Our goal is to provide the freshest possible product and use the highest quality ingredients available. We will use organic ingredients whenever possible and it is our goal to minimize energy and water use to be responsible stewards of our environment. It is also our goal to give back to the community in the form of support for natural resources and parks of Texas.    Look for our beer in finer restaurants and pubs in the Texas Hill Country.","http://www.guadalupebrew.com/","2011","N","https://s3.amazonaws.com/brewerydbapi/brewery/n9TVa9/upload_GgZL1A-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/n9TVa9/upload_GgZL1A-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/n9TVa9/upload_GgZL1A-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1580 Wald Rd.","New Braunfels","Texas","78132","512-878-9214","29.68532","-98.163471","Y","N","N","Y","micro","Micro Brewery","US","","United States","USA","","","Suite 1","",""
"Rcmeki","Guest Brewing Company","Guest Brewing is currently a group of friends dedicated to the art of brewing beer. There are 4 of us, and we brew about 1.5 batches a week. We all know and love beer, and enjoy learning and experiencing more through our own craft. We are big fans of sharing beer and have friends over during the brew to sample previous batches, or other craft beer.    Our goal is to continue to hone our skills at brewing and prepare to launch a brewery. We do this by brewing, talking, and thinking beer often. We share beer with friends often and always welcome feedback. We will also be launching an official Beta Tasting program soon that will offer free beer in exchange for some consumer feedback.","http://www.guestbrewingco.com/","","N","https://s3.amazonaws.com/brewerydbapi/brewery/IlsbIJ/upload_shxndl-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/IlsbIJ/upload_shxndl-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/IlsbIJ/upload_shxndl-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","","Boulder","Colorado","","","40.0149856","-105.2705456","Y","Y","N","Y","micro","Micro Brewery","US","","United States","USA","","","","",""
"X89cbJ","Gueuzerie Tilquin","","http://www.gueuzerietilquin.be/","","N","https://s3.amazonaws.com/brewerydbapi/brewery/Zw3YV8/upload_Q6ngxe-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/Zw3YV8/upload_Q6ngxe-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/Zw3YV8/upload_Q6ngxe-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Chaussée Maieur Habils 110","Rebecq-Rognon","","","","50.66437","4.13171","Y","N","N","Y","micro","Micro Brewery","BE","","Belgium","BEL","56","","","",""
"9RsQkk","Guinness","St. James's Gate Brewery (Irish: Grúdlann Gheata Shan Séamuis) is a brewery founded in 1759 in Dublin, Ireland by Arthur Guinness. The company is now a part of Diageo, a company formed via the merger of Guinness  and Grand Metropolitan in 1997. The main product produced at the brewery is Guinness Draft.    Leased for 9,000 years in 1759 by Arthur Guinness at £45 per year, St. James's Gate has been the home of Guinness ever since. It became the largest brewery in Ireland in 1838, and was the largest in the world in 1914, covering 64 acres. Although no longer the largest brewery in the world, it is still the largest brewer of stout in the world. During the 19th and early 20th centuries, the brewery owned most of the buildings in the surrounding area, including many streets of housing for brewery employees, and offices associated with the brewery. The brewery also made all of its own power using its own power plant.    There is an attached exhibition on the 250-year-old history of Guinness, called the Guinness Storehouse.","http://www.guinness.com/","1759","N","https://s3.amazonaws.com/brewerydbapi/brewery/HaPdSL/upload_5ar2S5-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/HaPdSL/upload_5ar2S5-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/HaPdSL/upload_5ar2S5-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","109 James's Street","Dublin City","Dublin","8","","53.34309","-6.290799","Y","N","N","Y","micro","Micro Brewery","IE","1759","Ireland","IRL","372","","","",""
"eeksV9","Guldenbacher Brauhaus Nahetal","","http://www.guldenbacher.de/","2003","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Riemenschneiderstr. 6","Windesheim","Rhineland-Palatinate","55452","","49.90738","7.81624","Y","N","N","Y","micro","Micro Brewery","DE","","Germany","DEU","276","","","",""
"llbEuB","Gulf Coast Brewing Co","","","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","5227 Lillian St","Houston","Texas","77007","832-283-7186","29.769629","-95.414601","Y","N","N","Y","micro","Micro Brewery","US","","United States","USA","","","","",""
"O5K33c","Gulpener Bierbrouwerij","","","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Rijksweg 16","Gulpen","","","31-043-4507575","50.8143855","5.8907433","Y","N","N","Y","micro","Micro Brewery","NL","","Netherlands","NLD","528","","","",""
"2b0qJ7","Gun Hill Brewing Company","A new brewery located in the Bronx serving hand-crafted beers both on-site in our tasting room and at bars/restaurants throughout the NY Metropolitan area.","http://gunhillbrewing.com","2014","N","https://s3.amazonaws.com/brewerydbapi/brewery/WsP6Ax/upload_fwC9J0-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/WsP6Ax/upload_fwC9J0-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/WsP6Ax/upload_fwC9J0-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-25 14:24:30","3227 Laconia Ave","Bronx","New York","10469","(718) 881-0010","40.872112","-73.855929","Y","N","N","Y","micro","Micro Brewery","US","","United States","USA","","Mon:  1:00pm - 9:00pm Tue:  1:00pm - 9:00pm Wed:  1:00pm - 9:00pm Thu:  1:00pm - 9:00pm Fri:  1:00pm - 10:00pm Sat:  12:00pm - 10:00pm Sun:  12:00pm - 7:00pm  ","","",""
"0P2rD3","Gunnison Brewery","","http://www.gunnisonbrewery.com/","2003","N","https://s3.amazonaws.com/brewerydbapi/brewery/DKoQXU/upload_CDNoYG-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/DKoQXU/upload_CDNoYG-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/DKoQXU/upload_CDNoYG-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","138 N Main St","Gunnison","Colorado","81230","970-641-2739","38.5452464","-106.9267413","Y","N","N","Y","micro","Micro Brewery","US","2003","United States","USA","","","","",""
"U1djRU","Gunpowder Falls Brewing","We are a small brewery that brews authentic German-style lager beer in New Freedom Pennsylvania - where Gunpowder Falls begins    Please come visit us at our tasting room with food provided by Juliana's in the Village.    You can also buy six-packs, cases, and kegs to go.","http://www.gunpowderfallsbrewing.com/","2011","N","https://s3.amazonaws.com/brewerydbapi/brewery/0wg0v2/upload_eu1FOZ-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/0wg0v2/upload_eu1FOZ-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/0wg0v2/upload_eu1FOZ-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","15556 Elm Drive","New Freedom","Pennsylvania","17349","(717) 759-0330","39.7554919","-76.661942","Y","N","N","Y","micro","Micro Brewery","US","2011","United States","USA","","Thu - Fri: 4:00 pm - 8:00 pm  Sat - Sun: 12:00 pm - 6:00 pm","","",""
"bhmrLg","Gütersloher Brauhaus","","","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Unter den Ulmen 9","Gütersloh","Nordrhein-Westfalen","D-33330","","51.909305","8.38098","N","N","N","Y","micro","Micro Brewery","DE","","Germany","DEU","276","","","",""
"06Qtx3","Guvnor's Brewery","Great beer and fantastic food in South Norwalk!","","","N","https://s3.amazonaws.com/brewerydbapi/brewery/leunjT/upload_DpO7yn-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/leunjT/upload_DpO7yn-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/leunjT/upload_DpO7yn-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","136 Washington Street","South Norwalk","Connecticut","06854","(855) 488-6677","41.098858","-73.4165203","Y","N","N","Y","brewpub","Brewpub","US","","United States","USA","","Tue: 4:00 pm - 1:00 am  Wed - Thu: 12:00 pm - 1:00 am  Fri - Sat: 12:00 pm - 2:00 am  Sun: 12:00 pm - 1:00 am","","",""
"dKvrhI","H. Nettelbeck","","http://www.bs-mumme.de/","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Leipziger Str. 184","Braunschweig","Lower Saxony","38124","","52.217091","10.52454","Y","N","N","Y","micro","Micro Brewery","DE","","Germany","DEU","276","","","",""
