"id","name","website","established","isOrganic","status","statusDisplay","createDate","updateDate","streetAddress","region","postalCode","latitude","longitude","isPrimary","inPlanning","isClosed","openToPublic","locationType","locationTypeDisplay","countryIsoCode","displayName","isoThree","numberCode","description","images__icon","images__medium","images__large","locality","phone","hoursOfOperation","yearOpened","extendedAddress","mailingListUrl","yearClosed","isoCode"
"pwBcRV","T&R Theakston Ltd","http://www.theakstons.co.uk/","1827","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","T&R Theakston Ltd","","HG4 4YD","54.224464","-1.657235","Y","N","N","Y","micro","Micro Brewery","GB","United Kingdom","GBR","826","T&R Theakston Ltd is an independent, family brewing company founded in 1827 located in the Yorkshire Dales market town of Masham, North Yorkshire. The company is controlled and run by direct descendents of the founder Robert Theakston, great-great grandsons, Simon, Nick, Tim and Edward Theakston.","https://s3.amazonaws.com/brewerydbapi/brewery/wdVKsm/upload_JDBa8v-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/wdVKsm/upload_JDBa8v-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/wdVKsm/upload_JDBa8v-large.png","Masham","011 44 1765 680000","Mon - Sun: 10:30 am - 4:30 am","","","","",""
"SFuQaw","T-Bonz Gill, Grill and Brewery","","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1028 Johnny Dodds Boulevard","South Carolina","29464","32.812708","-79.865574","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","","","","","Mount Pleasant","1-843-971-7777","","","","","",""
"Mp4VNA","T.W. Pitchers'","http://www.snakebiteusa.com","2013","N","verified","Verified","2012-01-03 02:41:33","2014-09-11 20:00:46","","California","","37.7749295","-122.4194155","N","N","N","Y","micro","Micro Brewery","US","United States","USA","","When Wilson Barr and Tommy Hester met at Williams College in 2007, both were pitchers on the Varsity baseball team. However, they quickly realized their love of baseball was more than equaled by their love of a good drink. Despite the desolate landscape of college get-togethers where there was a strong emphasis on a drink's quantity over quality, Wilson and Tommy were able to find a shared interest in the craft beer industry. When they started an alcoholic beverage company, their adventurous attitudes translated into a desire to create a product that was truly new and exciting. The result was T.W. Pitchers’ Snake Bite®.    While in college, Wilson lived in Europe and discovered that generations of British pub-goers have enjoyed blending lager and hard apple cider. He was astonished to learn the popular concoction had only sparingly made its way across the pond to the United States. Ready to undo this injustice, he returned from his trip and founded W.G. Barr Beverage Company. Tommy was brought on board, and the dynamic duo got to work bringing Snake Bite – a bottled blend of lager and cider - to the thirsty people of America. T.W. Pitchers’, which stands for ""Two Williams Pitchers’,"" or ""Tommy and Wilson, Pitchers,"" was immediately settled on as the brand name.    After months of hard work and many late nights spent taste testing, Wilson and Tommy launched T.W. Pitchers’ Snake Bite in San Francisco. Armed with their Airstream office, a little bit of know-how, and a whole lot of gumption, Wilson and Tommy are committed to quenching your thirst, one bottle of Snake Bite at a time. Cheers!","https://s3.amazonaws.com/brewerydbapi/brewery/Emjx5Z/upload_O5eNsJ-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/Emjx5Z/upload_O5eNsJ-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/Emjx5Z/upload_O5eNsJ-large.png","San Francisco","","","","","","",""
"YcwZz2","T.W. Pitchers'","http://www.snakebiteusa.com","","","verified","Verified","2012-01-03 02:41:33","2014-09-11 20:00:59","","California","","37.7749295","-122.4194155","Y","N","N","N","office","Office","US","United States","USA","","","","","","San Francisco","415-999-2009","","2013","","","",""
"4ZdEkN","Tabernash Brewing","","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1265 Boston Avenue","Colorado","80501","40.158755","-105.11511","Y","N","Y","N","micro","Micro Brewery","US","United States","USA","","","","","","Longmont","","","1994","","","",""
"gtM2to","Table Rock Brewpub and Grill","","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","705 West Fulton Street","Idaho","83702","43.611205","-116.206492","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","","","","","","Boise","208-342-0944","","","","","",""
"JD4r3F","TableRock Brewpub and Grill","http://www.tablerockbrewpub.com/","1991","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","705 Fulton St","Idaho","83702","43.611205","-116.206492","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","","It is a great time to be a Beer Lover in Boise and TableRock Brew Pub is proud to have been serving this community since 1991.  We are dedicated to our beers and committed to our beer lovers.  We invite you to taste, experience and enjoy our authentic, full-bodied, hand crafted Beers.","https://s3.amazonaws.com/brewerydbapi/brewery/naflL5/upload_lvpbht-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/naflL5/upload_lvpbht-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/naflL5/upload_lvpbht-large.png","Boise","208-342-0944","Mon - Tues: 11:00 am - 9:30 pm  Wed - Thurs: 11:00 am - 10:00 pm  Fri - Sat: 11:00 am - 11:00 pm  Sun: 11:00 am - 9:30 pm","1991","","","",""
"6LMXav","Tacoma Brewing Company","http://tacomabrewing.com/","2012","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","625 St Helens Ave","Washington","98402","47.258616","-122.4432945","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","Featuring small, handcrafted batches of beers. Specializing in beers that apeal to non-beer drinkers, beer drinkers, and foody types.    Our promise to you is to not make boring beer! We are located within the Amocat Cafe in downtown Tacoma.","https://s3.amazonaws.com/brewerydbapi/brewery/Fa7dDu/upload_V0cWzD-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/Fa7dDu/upload_V0cWzD-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/Fa7dDu/upload_V0cWzD-large.png","Tacoma","(253) 242-3370","Fri: 5:00 pm - 9:00 pm","2012","","","",""
"ZvZlkQ","Tahoe Mountain Brewing Company","http://www.tahoebrewing.com/","2013","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","475 N. Lake Blvd.","California","96145","39.1707449","-120.142012","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","We are a craft brewery in Truckee and Tahoe City, CA. Our brew pub is in downtown Tahoe City, right on the shore of Lake Tahoe across from Commons Beach. In addition to our specialty ales and lagers, we have a full bar and full menu featuring smokehouse BBQ meats, wood-fired flat bread pizzas, fish, pasta, gourmet and traditional pub faire as well as innovative dishes such as our Cajun Seared Ahi Nachos. We have vegan/vegetarian options, the pub is family friendly and has a kids menu. The pub also has outdoor patio seating, a full bar and a great rustic interior set among our collection of french oak barrels with aging beer.","https://s3.amazonaws.com/brewerydbapi/brewery/sDAQv6/upload_A63QAT-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/sDAQv6/upload_A63QAT-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/sDAQv6/upload_A63QAT-large.png","Tahoe City","(530) 581-4677","Mon - Sun: 11:00 am - 12:00 am","","","","",""
"vWnfCg","Tahquamenon Falls Brewery and Pub","http://www.tahquamenonfallsbrewery.com/","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","","Michigan","49868","46.468485","-85.517562","Y","N","N","Y","brewpub","Brewpub","US","United States","USA","","","","","","Newberry","906-492-3300","","","PO Box 26","","",""
"XqWTM7","TailGate Beer","http://www.tailgatebeer.com","2007","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","","California","","32.7153292","-117.1572551","Y","N","N","N","micro","Micro Brewery","US","United States","USA","","TailGate Beer was founded by a 21-year-old homebrewer, Wesley Keegan. The story goes, Wesley was approached by his father, Tim, one day about what he was going to do with his life. As an ocean lifeguard and co-owner of a bar, Wesley thought he had it made. His dad informed him of a trademark he had won in 2004 and subsequently protected in contest from Anheuser Busch. The name was TailGate Beer.    Tim thought TailGate Beer was something special. As an avid sports fan and tailgater, Tim implored Wesley to take his homebrews that people loved drinking and brew TailGate Beer! Wesley, having put himself through college at San Diego State University, grew up modestly. The gift of TailGate Beer was a generous one but, unlike some tales of entrepreneurism, didn’t come with startup funds.    They both agreed the name was solid and the marketing would one day be fun, but Wesley was emphatic that the beer had to be excellent. From there, Wesley took what he liked to brew, and brewed in Southern California. All initial beers were brewed and packaged in kegs and glass bottles. Wesley entered into the Great American Beer Festival in 2007 and although no formal awards were won, TailGate Beer was a hit! This drew lots of attention from beer fans from all over the country. The common response was “great beer!” and “great name!” So with confirmation of Wesley’s biggest apprehension – people loved the beer – TailGate Beer was born.","https://s3.amazonaws.com/brewerydbapi/brewery/PuOZUW/upload_jjOm6o-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/PuOZUW/upload_jjOm6o-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/PuOZUW/upload_jjOm6o-large.png","San Diego","858-215-4842","","2007","","http://tailgatebeer.com/tailgate-newsletter/","",""
"AAFHVY","TAIWAN, PROVINCE OF CHINA","http://en.ttl.com.tw/","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","No. 4, Sec. 1, Nanchang Rd","Taipei City","100","25.0314665","121.5170711","Y","N","N","Y","micro","Micro Brewery","TW","Taiwan, Province of China","TWN","158","","","","","Jhongjheng District","886 02-2321-4567","","","","","","TW"
"lECKjF","Tall Tales Brewery","http://www.talltalesbrew.com/","2011","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","6929 Heron Grove Ct.","Maryland","21849","38.381942","-75.469963","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","We are a small, premium brewery based in Parsonsburg, MD. It is with pride that our brews are themed on folk lore. Tall Tales have been told for years, stories of real and fictitious people who do unbelievable and amazing things. These stories have become part of our culture and heritage. The legends of Paul Bunyan, Blue Ox, Calamity Jane, John Henry, Red Headed Step Child, Annie Oakley, Buffalo Bill and Excalibur. These are just a few of the legendary stories that have been told over the years. Stories that have been passed down from generation to generation. Our brewers have carefully developed beers that would be worthy of each legendary tall tale. These brews appeal to many different tastes. We are certain you will find something to delight your palette!","https://s3.amazonaws.com/brewerydbapi/brewery/b3TGSz/upload_i7Z6zv-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/b3TGSz/upload_i7Z6zv-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/b3TGSz/upload_i7Z6zv-large.png","Parsonsburg","(410) 824-2739","Mon - Wed: 3:00 pm - 7:00 pm  Thu - Fri: 3:00 pm - 9:00 pm  Sat - Sun: 12:00 pm - 9:00 pm","2011","","","",""
"mTy5ez","Tallgrass Brewing Company","http://www.tallgrassbeer.com/","2007","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","8845 Quail Lane","Kansas","66502","39.197474","-96.509281","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","The decision to found Tallgrass Brewing Company was made by Jeff Gill and his wife Tricia on April 8, 2006. Tricia had asked Jeff THAT question: “What do you want to do with the rest of your life?” Jeff had been thinking about that exact question quite a bit. “I want to start a microbrewery!” Jeff answered. He had been an avid homebrewer for six years and loved to brew beer that people enjoyed. At that point, he and Tricia made a commitment to start a new microbrewery in Kansas. It would mean moving from where they lived at the time, Jeff giving up his career as geologist, and Tricia changing jobs.","https://s3.amazonaws.com/brewerydbapi/brewery/0KVoaE/upload_a0C0vY-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/0KVoaE/upload_a0C0vY-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/0KVoaE/upload_a0C0vY-large.png","Manhattan","785-537-1131","Monday - Friday: 11am - 5pm  Tours Saturday","2007","# 1","","",""
"vc2k7G","Tamamura-Honten","http://www.tamamura-honten.co.jp/","","N","verified","Verified","2012-01-03 02:41:33","2014-10-08 15:04:22","","Japan","","36.6485496","138.1942432","Y","N","N","Y","micro","Micro Brewery","JP","Japan","JPN","392","","","","","Nagano","0269-33-2155","","","","","",""
"OngtoQ","Tamarack Brewing Company","http://www.tamarackbrewing.com/","","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","105 Blacktail Road","Montana","59922","48.016073","-114.2251","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","Tamarack is nestled beneath the Rocky and Mission Mountains in Lakeside, Montana, near the shores of beautiful Flathead Lake. High ceilings, fascinating architectural details and a warm ambience help make The 'Rack the best spot in the Flathead Valley to relax with great food and handcrafted ales. The creek side patio is the perfect place to hang out and enjoy the outdoors with friends and family. Tamarack is proud to be a casual brew pub where people can enjoy simple yet wonderful pub fare and ales in an unassuming and friendly atmosphere.","https://s3.amazonaws.com/brewerydbapi/brewery/6ERqtA/upload_CUaGh1-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/6ERqtA/upload_CUaGh1-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/6ERqtA/upload_CUaGh1-large.png","Lakeside","406-844-0244","","","Suite #1","","",""
"1cBQqC","Missoula","http://www.tamarackbrewing.com/","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","231 West Front Street","Montana","59802","46.870992","-113.997402","N","N","N","Y","micro","Micro Brewery","US","United States","USA","","","","","","Missoula","(406) 830-3113","Mon - Sun: 11:00 am - 1:00 am","2011","","","",""
"17Phxr","Tampa Bay Brewing Company","http://www.tampabaybrewingcompany.com/","1996","N","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1600 E. 8th Avenue","Florida","33605","27.960988","-82.441719","Y","N","N","Y","micro","Micro Brewery","US","United States","USA","","Our family founded the Tampa Bay Brewing Company in 1996 to satisfy Tampa Bay’s thirst for a better beer and great food at a reasonable price. It’s still a family affair, with mother and son serving as general manager and brewmaster respectively.  Our original location was a two-story brick building that used to house horses on 15th Street here in the historic Ybor City district.  Needing more space for our ever-growing fan base, we moved to our current location on the plaza level of Centro Ybor in 2006 with both indoor and open-air patio seating.","https://s3.amazonaws.com/brewerydbapi/brewery/eXqBnO/upload_42YDqK-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/eXqBnO/upload_42YDqK-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/eXqBnO/upload_42YDqK-large.png","Tampa","813-247-1422","Weekdays: 11am to 11pm  Fri and Sat: 11am to midnight  Sunday: Noon to 11pm","1996","","","",""
