"id","name","description","website","established","isOrganic","images__icon","images__medium","images__large","status","statusDisplay","createDate","updateDate","streetAddress","locality","region","postalCode","hoursOfOperation","latitude","longitude","isPrimary","inPlanning","isClosed","openToPublic","locationType","locationTypeDisplay","countryIsoCode","yearOpened","displayName","isoThree","phone","extendedAddress","numberCode","yearClosed","mailingListUrl"
"M7tTep","Erie Brewpub & Pizzeria","","http://echobrewing.com/","","","","","","verified","Verified","2012-01-03 02:41:33","2014-09-16 15:54:11","600 Biggs St","Erie","Colorado","80516","Mon:  3:00pm - 9:00pm Fri:  3:00pm - 10:00pm Sat:  11:00am - 10:00pm Sun:  11:00am - 8:00pm  ","40.0502698","-105.0474515","Y","N","N","Y","brewpub","Brewpub","US","","United States","USA","(720) 361-2332","","","",""
"PhzGeW","Eckhoff's Brauerei im Alten Land","","","2006","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Lühe 40 Am Sperrwerk","Jork-Borstel","Niedersachsen","D-21635","","53.533002","9.67973","N","N","N","Y","micro","Micro Brewery","DE","","Germany","DEU","","","276","",""
"x9Ssna","Ecliptic Brewing","Over the coming months, John’s new space on N. Cook St. near Fremont and Mississippi will be transformed into John’s vision of a destination restaurant and brewery. His goal is to push the limits of creativity in the brewhouse, and create a sense of place in both the restaurant and the beer he builds.     John’s background is one steeped in Oregon’s rich history in craft brewing. He spent his first two years, from 1986-1988, as a brewer at McMenamins’ breweries; his next four were at Deschutes, where he created the recipes for Mirror Pond, Black Butte Porter and Obsidian Stout; and John spent the next 20 years of his illustrious career as a brewmaster at Full Sail. He is now starting the next chapter with the creation of Ecliptic Brewing.","http://eclipticbrewing.com","2013","N","https://s3.amazonaws.com/brewerydbapi/brewery/2w0Re3/upload_nwkwdT-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/2w0Re3/upload_nwkwdT-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/2w0Re3/upload_nwkwdT-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","825 N Cook Street","Portland","Oregon","97227","","45.5473404","-122.6750989","Y","N","N","Y","micro","Micro Brewery","US","","United States","USA","","","","",""
"B9YTjB","Eddie McStiff's Brewpub","","","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","57 South Main Street","Moab","Utah","84532","","38.5724632","-109.5507602","Y","N","N","Y","brewpub","Brewpub","US","","United States","USA","1-435-259-2337","","","",""
"nTHHsc","Eddyline Restaurant and Brewing Company","Eddyline Brewery has been brewing in the heart of Collegiate Peaks in Buena Vista, Colorado since 2009.    All beer are brewed with inspiration from our wild surroundings. Crank Yanker IPA is the best beer for cruising single track all over the valley. River Runners Pale Ale is the greatest all day suds sipper on the river and beyond. Come visit and have a great time in the Colorado Wilderness!","http://www.eddylinepub.com/","2009","N","https://s3.amazonaws.com/brewerydbapi/brewery/vzBk05/upload_xyxAMY-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/vzBk05/upload_xyxAMY-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/vzBk05/upload_xyxAMY-large.png","verified","Verified","2012-01-03 02:41:33","2014-10-06 15:32:53","102 Linderman Ave","Buena Vista","Colorado","81211","","38.8405579","-106.1326201","Y","N","N","Y","brewpub","Brewpub","US","1999","United States","USA","719-966-6018","","","",""
"5I05VB","Edelweissbrauerei Farny","","http://www.farny.de/","1833","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Hofgut Dürren 1","Kißlegg-Dürren","Baden-Württemberg","88353","","34.622679","-105.172055","Y","N","N","Y","micro","Micro Brewery","DE","","Germany","DEU","49-(0)7522-/-9788-0","","276","",""
"pTnXe6","Edenton Brewing Company","Previously Chesapeake Bay Brewing.    Opened in 2003 by Brian Baker, who relocated to Raleigh from Edenton, NC rather than suffer the massive expense of moving ChesBay's brewing equipment to his building in Edenton, especially considering the local Raleigh customer base that was already in place after the demise of ChesBay.    In 2007, Baker sold the business to Geoff Lamb, who ultimately renamed the brewery after Edenton's most-popular label.","","2003","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1249-A Wicker Drive","Raleigh","North Carolina","27604","","35.809712","-78.618223","Y","N","Y","N","micro","Micro Brewery","US","2003","United States","USA","","","","2007",""
"26iuBU","Eder & Heylands","Eder & HeylandS is a privately owned brewery in the north-western part of Bavaria (about 50 km east of Frankfurt). The brewery was founded in 1872 and is ever since managed by the Eder's family.","http://www.eder-heylands.de","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Aschaffenburger StraÃ?Å¸e 3-5","GroÃ?Å¸ostheim","Bavaria","63762","","49.921938","9.074072","Y","N","N","Y","micro","Micro Brewery","DE","","Germany","DEU","+49 6026 5090","","276","",""
"1qyNl8","Edge Brewing","Edge Brewing is an American craft brewery located in the industrious Poble Nou district of Barcelona. Join our email list at www.edgebrewing.com to be notified of upcoming parties, tasting sessions, collaboration brewing schedules, brewery tours and a host of other surprise events.","http://www.edgebrewing.com","2013","N","https://s3.amazonaws.com/brewerydbapi/brewery/7dVwbb/upload_dblMuB-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/7dVwbb/upload_dblMuB-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/7dVwbb/upload_dblMuB-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Carrer de Llull 62","","Barcelona","08005","Monday	12:00 – 7:00 pmTuesday	12:00 – 7:00 pmWednesday	12:00 – 7:00 pmThursday	12:00 – 7:00 pmFriday	12:00 – 7:00 pmSaturday	12:00 – 7:00 pmSunday	Closed","41.3941514","2.1932738","Y","N","N","Y","micro","Micro Brewery","ES","2013","Spain","ESP","+34 603 36 92 14","","724","",""
"uwXKC6","Edge Brewing Company","Edge Brewing Company is a collaboration of several diverse individuals, each of whom have their own strengths and above all a passion for craft beer...    By blending this passion, knowledge and experience, we intend to produce an exciting and innovative range of beers to the treasure valley and beyond.","http://edgebrew.com/","","N","https://s3.amazonaws.com/brewerydbapi/brewery/gV1DyW/upload_BFlubk-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/gV1DyW/upload_BFlubk-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/gV1DyW/upload_BFlubk-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","525 N Steelhead Way","Boise","Idaho","83704","Mon - Thu: 11:00 am - 10:00 pm  Fri - Sat: 11:00 am - 11:00 pm  Sun: 11:00 am - 6:00 pm","43.609536","-116.290935","Y","N","N","Y","micro","Micro Brewery","US","","United States","USA","(208) 995-2980","","","",""
"5sySnW","Edmund's Oast","Why Edmund's Oast?    The “Edmund” in the name comes from Edmund Egan, who began producing beer in Charleston after emigrating from England in the 1760s. ""Oast” is a kiln used in the drying of hops.     Edmund's Oast!","http://edmundsoast.com","2013","N","https://s3.amazonaws.com/brewerydbapi/brewery/64tyso/upload_vuyVBJ-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/64tyso/upload_vuyVBJ-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/64tyso/upload_vuyVBJ-large.png","verified","Verified","2012-01-03 02:41:33","2014-09-29 18:07:49","1081 Morrison Drive","Charleston","South Carolina","29403","","32.809804","-79.9479209","Y","N","N","Y","brewpub","Brewpub","US","","United States","USA","(843) 557-4077","","","",""
"eQRiKv","Edwinton Brewing Co","","http://www.edwinton.com/","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","PO Box 7363","Bismarck","North Dakota","","","46.805372","-100.779334","Y","N","N","Y","micro","Micro Brewery","US","","United States","USA","","","","",""
"GkAWUM","Taproom & Grill","Once an old lumber mill, we brew in our  brewing facility in Scotia, California.     Our tap room and grill in Fortuna, California offers all of our beers as well as an extensive menu featuring local and organic products. Check out the ""Pub Specials"" tab for information on daily specials at our pub.","http://www.eelriverbrewing.com/","1995","Y","https://s3.amazonaws.com/brewerydbapi/brewery/H0d5CT/upload_1HQUoV-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/H0d5CT/upload_1HQUoV-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/H0d5CT/upload_1HQUoV-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","1777 Alamar Way","Fortuna","California","95540","11am to 11pm	This is the physical brewery address  7 days a week","40.57931","-124.153046","N","N","N","Y","brewpub","Brewpub","US","1995","United States","USA","707-725-2739","","","",""
"GIyGjQ","Brewery","","http://eelriverbrewing.com/","","","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","600 K Bridge St.","Scotia","California","95565","While we do provide brewery tours, please call in advance to schedule an appointment.     Tastings are at the Taproom & Grill Location","40.485157","-124.104427","Y","N","N","Y","micro","Micro Brewery","US","1995","United States","USA","707-764-1772","","","",""
"t3tKdn","Efes Brewery","","","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","ul. Podolskikh Kursantov, 15 B","Moskva","Moskva","","","55.756435","37.70467","Y","N","N","Y","micro","Micro Brewery","RU","","Russian Federation","RUS","7-(095)-797-98-00","","643","",""
"VNc8nE","Egan and Sons","We are a family business for 30 years that have strived to connect with the community we serve, ""The Neighborhood"". We are part of a wave of pubs with good food - ""Gastro Pubs""; informal, inexpensive fun, yet with high standards.","http://www.egannsons.com/","","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","118 Walnut Street","Montclair","New Jersey","07042","","40.8176058","-74.2118275","Y","N","N","Y","restaurant","Restaurant/Ale House","US","","United States","USA","973-744-1413","","","",""
"7hKwwf","Egan Brewing","","","1996","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","330 Reid Street","De Pere","Wisconsin","54115","","44.4464993","-88.0693587","Y","N","Y","Y","micro","Micro Brewery","US","1996","United States","USA","","","","",""
"r3bKPM","Ei8ht Ball Brewing","Ei8ht Ball, named after the streets we got our  credit from, we are humble yet proud. Local but not  influenced. We might not move mountains, but we will  push the envelope. We will test theories and create  moments through our liquid in which tones and times  are our muse. We will brew and flow with poise and  confidence. We will rush for no one, yet hesitate for  nothing. We strive to please but make no apologies. No  billboards, neon lights and flashy text, it’s not our speed.  Make us part of your flight or enjoy us with a meal and  the mission is complete. For all of those in search of  something diverse, unique, improved and fresh, look  into, behind, under and around the Ei8ht Ball. What you  will find is what you never thought you were looking for.  This is Ei8ht Ball Brewing, the proof is the glass.","http://ei8htballbrewing.com/","2013","N","https://s3.amazonaws.com/brewerydbapi/brewery/cc5EBm/upload_TwjTJg-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/cc5EBm/upload_TwjTJg-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/cc5EBm/upload_TwjTJg-large.png","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","95 Riviera Drive","Newport","Kentucky","41073","","39.100314","-84.487595","Y","N","N","Y","micro","Micro Brewery","US","2013","United States","USA","(859) 291-0036","","","",""
"KccjWO","Eichbaum-Brauereien","","http://www.eichbaum.de/","1679","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Käfertaler Strasse 170","Mannheim","Baden-Württemberg","68167","","49.496307","8.49052","N","N","N","Y","micro","Micro Brewery","DE","","Germany","DEU","","","276","",""
"7oFdeQ","Eichener Brauerei Gebr. Schweisfurth GmbH","","http://www.eichener.de/","1888","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Eichener Straße 38-40 Eichen","Kreuztal","Nordrhein-Westfalen","D-57223","","50.974998","7.976071","N","N","N","Y","micro","Micro Brewery","DE","","Germany","DEU","","","276","",""
"Gf9h6p","Eick Bräu","","","2007","N","","","","verified","Verified","2012-01-03 02:41:33","2014-07-23 19:11:34","Mühlenweg 4","Groß Glevitz","Mecklenburg-Vorpommern","D-17192","","53.512638","12.688588","N","N","N","Y","micro","Micro Brewery","DE","","Germany","DEU","","","276","",""
"HiW9CZ","Eight Bridges Brewing","Production microbrewery and taproom","http://www.8bridgesbrewing.com","2013","N","https://s3.amazonaws.com/brewerydbapi/brewery/wroV30/upload_Cs7bnD-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/wroV30/upload_Cs7bnD-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/wroV30/upload_Cs7bnD-large.png","verified","Verified","2012-01-03 02:41:33","2014-10-06 15:43:55","","Pleasanton","California","","","37.6624312","-121.8746789","Y","Y","N","Y","micro","Micro Brewery","US","","United States","USA","","","","",""
"N3rSI6","Eight Degrees Brewing Company","Eight Degrees beers are handcrafted in the beautiful Ballyhoura region of north Cork, by Scott Baigent and Cam Wallace, a Kiwi and an Aussie. Their mission is to make modern interpretations of traditional Irish ale and lager styles, providing distinctive malt and hop characteristics for what they call ‘naturally adventurous’ beers.  The results are a range of full flavoured, tasty ales made from natural ingredients.","http://www.eightdegrees.ie/","","N","https://s3.amazonaws.com/brewerydbapi/brewery/BFzNgE/upload_M2ggLN-icon.png","https://s3.amazonaws.com/brewerydbapi/brewery/BFzNgE/upload_M2ggLN-medium.png","https://s3.amazonaws.com/brewerydbapi/brewery/BFzNgE/upload_M2ggLN-large.png","verified","Verified","2012-01-03 02:41:33","2014-10-29 13:24:03","Unit 3, Coolnanave Industrial Park","Dublin Road, Mitchelstown","County Cork","","","52.265636","-8.269958","Y","N","N","Y","brewpub","Brewpub","IE","","Ireland","IRL","02584933","","372","",""
